Order_ID,Order_Date,Product_Category,Product_SKU,Quantity_Units,Production_Facility,Customer_Region,Order_Priority,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delivery_Status,Calculated_Risk_Score,Machine_Utilization_Pct,Quality_Score,Revenue_EUR,Profit_EUR,Order_Month,Order_Quarter,Order_Year,Day_of_Week,Is_Peak_Season
FED-000139,2023-08-27,Wine_Labels,WIN-3129,49344,Fabriano_IT,Rest_of_Europe,Standard,4,4,On_Time,0.089,85.5,95.2,7401.6,2572.45,8,3,2023,Sunday,1
FED-000140,2024-07-07,Wine_Labels,WIN-4898,77771,Fabriano_IT,Americas,Express,2,2,On_Time,0.067,72.2,92.5,11665.65,3802.58,7,3,2024,Sunday,1
FED-000141,2024-08-25,Wine_Labels,WIN-2041,43146,Fabriano_IT,Italy,Express,4,4,On_Time,0.05,79.9,93.4,6471.9,2164.2,8,3,2024,Sunday,1
FED-000142,2024-05-02,Luxury_Packaging,LUX-1710,8552,Barcelona_ES,Italy,Standard,7,7,On_Time,0.241,90.9,93.5,21380.0,7181.38,5,2,2024,Thursday,0
FED-000143,2024-11-05,Luxury_Packaging,LUX-7984,12886,Chicago_US,Italy,Standard,6,6,On_Time,0.225,82.8,96.0,32215.0,10800.87,11,4,2024,Tuesday,0
FED-000144,2024-12-03,Wine_Labels,WIN-5505,42986,Chicago_US,Italy,Critical,4,3,On_Time,0.044,92.9,93.1,6447.9,2292.68,12,4,2024,Tuesday,0
FED-000145,2024-10-01,Self_Adhesive_Materials,SEL-9282,64171,Sao_Paulo_BR,Rest_of_Europe,Standard,5,5,On_Time,0.186,80.8,96.2,5133.68,1536.59,10,4,2024,Tuesday,1
FED-000146,2024-09-11,Luxury_Packaging,LUX-4522,3320,Verona_IT,Rest_of_Europe,Standard,10,10,On_Time,0.171,81.9,93.4,8300.0,2556.14,9,3,2024,Wednesday,1
FED-000147,2024-03-16,Luxury_Packaging,LUX-6120,3773,Fabriano_IT,Americas,Standard,8,8,On_Time,0.121,75.6,98.5,9432.5,3067.49,3,1,2024,Saturday,0
FED-000148,2024-03-13,Wine_Labels,WIN-2398,14930,Barcelona_ES,Italy,Standard,4,3,On_Time,0.06,93.6,94.9,2239.5,783.79,3,1,2024,Wednesday,0
FED-000149,2023-04-06,Luxury_Packaging,LUX-6400,8545,Barcelona_ES,Rest_of_Europe,Standard,7,7,On_Time,0.196,88.9,91.6,21362.5,7121.14,4,2,2023,Thursday,0
FED-000150,2024-11-17,Wine_Labels,WIN-1842,37542,Barcelona_ES,Asia_Pacific,Standard,4,4,On_Time,0.056,76.7,95.2,5631.3,1673.8,11,4,2024,Sunday,0
FED-000151,2023-10-22,Self_Adhesive_Materials,SEL-2773,80875,Barcelona_ES,Rest_of_Europe,Express,2,4,Slightly_Late,0.188,92.7,91.6,6470.0,1844.87,10,4,2023,Sunday,1
FED-000152,2023-12-25,Self_Adhesive_Materials,SEL-1430,60925,Barcelona_ES,Rest_of_Europe,Express,4,4,On_Time,0.105,98.0,98.1,4874.0,1640.12,12,4,2023,Monday,0
FED-000153,2024-09-15,Art_Design_Papers,ART-6751,1318,Barcelona_ES,Rest_of_Europe,Critical,4,4,On_Time,0.144,86.8,95.1,1581.6,453.33,9,3,2024,Sunday,1
FED-000154,2023-01-07,Wine_Labels,WIN-1502,43039,Fabriano_IT,Rest_of_Europe,Standard,5,5,On_Time,0.048,74.3,96.2,6455.85,1994.4,1,1,2023,Saturday,0
FED-000155,2023-04-04,Self_Adhesive_Materials,SEL-6314,47303,Fabriano_IT,Rest_of_Europe,Standard,2,2,On_Time,0.121,78.6,97.1,3784.24,1236.09,4,2,2023,Tuesday,0
FED-000156,2024-08-04,Luxury_Packaging,LUX-8259,18325,Verona_IT,Americas,Express,7,8,Slightly_Late,0.253,92.0,95.4,45812.5,11063.45,8,3,2024,Sunday,1
FED-000157,2024-11-08,Luxury_Packaging,LUX-8043,7697,Sao_Paulo_BR,Rest_of_Europe,Standard,8,8,On_Time,0.317,98.0,94.8,19242.5,5838.64,11,4,2024,Friday,0
FED-000158,2023-04-24,Wine_Labels,WIN-1897,42956,Sao_Paulo_BR,Rest_of_Europe,Standard,5,7,Slightly_Late,0.088,87.8,94.3,6443.4,1736.81,4,2,2023,Monday,0
FED-000159,2023-01-08,Wine_Labels,WIN-9149,37460,Fabriano_IT,Americas,Standard,7,7,On_Time,0.064,91.5,93.9,5619.0,1966.32,1,1,2023,Sunday,0
FED-000160,2024-03-16,Wine_Labels,WIN-6802,28244,Chicago_US,Rest_of_Europe,Standard,6,6,On_Time,0.054,71.7,97.3,4236.6,1182.68,3,1,2024,Saturday,0
FED-000161,2023-03-15,Luxury_Packaging,LUX-8033,9702,Verona_IT,Rest_of_Europe,Standard,8,9,Slightly_Late,0.164,87.2,92.3,24255.0,7453.43,3,1,2023,Wednesday,0
FED-000162,2024-08-10,Luxury_Packaging,LUX-8538,13266,Chicago_US,Rest_of_Europe,Express,8,8,On_Time,0.301,98.0,97.1,33165.0,11770.91,8,3,2024,Saturday,1
FED-000163,2024-12-07,Art_Design_Papers,ART-2288,4859,Verona_IT,Italy,Standard,3,3,On_Time,0.275,89.8,95.4,5830.8,1679.61,12,4,2024,Saturday,0
FED-000164,2024-02-10,Self_Adhesive_Materials,SEL-9693,99554,Barcelona_ES,Americas,Express,4,6,Slightly_Late,0.094,88.8,94.6,7964.32,2525.53,2,1,2024,Saturday,0
FED-000165,2024-06-06,Wine_Labels,WIN-2684,49208,Barcelona_ES,Asia_Pacific,Standard,6,6,On_Time,0.075,87.8,95.1,7381.2,2228.46,6,2,2024,Thursday,0
FED-000166,2023-05-30,Wine_Labels,WIN-9095,21896,Fabriano_IT,Americas,Standard,5,5,On_Time,0.046,78.7,97.6,3284.4,1124.83,5,2,2023,Tuesday,0
FED-000167,2024-04-20,Self_Adhesive_Materials,SEL-6295,69393,Sao_Paulo_BR,Asia_Pacific,Standard,3,3,On_Time,0.274,98.0,95.4,5551.44,1675.84,4,2,2024,Saturday,0
FED-000168,2024-10-04,Wine_Labels,WIN-1920,67355,Chicago_US,Rest_of_Europe,Critical,5,5,On_Time,0.046,78.6,96.2,10103.25,2752.53,10,4,2024,Friday,1
FED-000169,2023-12-27,Luxury_Packaging,LUX-2479,10329,Barcelona_ES,Italy,Standard,9,9,On_Time,0.173,82.3,97.8,25822.5,8211.23,12,4,2023,Wednesday,0
FED-000170,2024-09-21,Luxury_Packaging,LUX-8368,13679,Chicago_US,Rest_of_Europe,Standard,8,8,On_Time,0.322,78.3,91.5,34197.5,11755.67,9,3,2024,Saturday,1
FED-000171,2024-08-08,Self_Adhesive_Materials,SEL-6626,62394,Barcelona_ES,Rest_of_Europe,Standard,3,3,On_Time,0.2,80.4,93.2,4991.52,1495.61,8,3,2024,Thursday,1
FED-000172,2023-03-28,Luxury_Packaging,LUX-3600,2265,Fabriano_IT,Americas,Critical,6,6,On_Time,0.057,77.2,96.4,5662.5,2066.79,3,1,2023,Tuesday,0
FED-000173,2024-01-08,Luxury_Packaging,LUX-6482,13937,Barcelona_ES,Americas,Standard,7,6,On_Time,0.217,85.4,96.3,34842.5,11544.75,1,1,2024,Monday,0
FED-000174,2023-03-09,Wine_Labels,WIN-3463,73342,Sao_Paulo_BR,Rest_of_Europe,Standard,7,7,On_Time,0.083,73.2,95.1,11001.3,3164.55,3,1,2023,Thursday,0
FED-000175,2023-12-08,Wine_Labels,WIN-3112,37537,Fabriano_IT,Rest_of_Europe,Economy,4,4,On_Time,0.073,81.3,97.4,5630.55,1552.82,12,4,2023,Friday,0
FED-000176,2024-09-01,Self_Adhesive_Materials,SEL-9624,63798,Verona_IT,Rest_of_Europe,Express,2,2,On_Time,0.174,98.0,97.1,5103.84,1456.58,9,3,2024,Sunday,1
FED-000177,2023-04-06,Self_Adhesive_Materials,SEL-6598,58433,Chicago_US,Italy,Standard,4,4,On_Time,0.147,88.0,92.0,4674.64,1539.33,4,2,2023,Thursday,0
FED-000178,2024-05-12,Wine_Labels,WIN-9843,33197,Fabriano_IT,Rest_of_Europe,Express,5,5,On_Time,0.035,84.1,96.2,4979.55,1408.97,5,2,2024,Sunday,0
FED-000179,2024-06-23,Wine_Labels,WIN-3962,55717,Barcelona_ES,Rest_of_Europe,Standard,5,5,On_Time,0.091,92.9,99.0,8357.55,2329.24,6,2,2024,Sunday,0
FED-000180,2024-12-10,Self_Adhesive_Materials,SEL-8277,22543,Fabriano_IT,Italy,Standard,2,2,On_Time,0.151,93.5,93.1,1803.44,576.36,12,4,2024,Tuesday,0
FED-000181,2024-09-17,Wine_Labels,WIN-4178,39647,Chicago_US,Rest_of_Europe,Express,5,5,On_Time,0.089,91.7,97.4,5947.05,1891.51,9,3,2024,Tuesday,1
FED-000182,2024-01-12,Self_Adhesive_Materials,SEL-9641,111168,Sao_Paulo_BR,Rest_of_Europe,Economy,4,6,Slightly_Late,0.35,96.4,92.7,8893.44,2459.69,1,1,2024,Friday,0
FED-000183,2024-03-04,Art_Design_Papers,ART-7081,6167,Fabriano_IT,Italy,Standard,5,7,Slightly_Late,0.273,90.5,97.2,7400.4,2257.55,3,1,2024,Monday,0
FED-000184,2024-07-21,Art_Design_Papers,ART-9410,5811,Sao_Paulo_BR,Rest_of_Europe,Standard,7,7,On_Time,0.501,92.8,96.7,6973.2,2357.04,7,3,2024,Sunday,1
FED-000185,2023-05-31,Self_Adhesive_Materials,SEL-1436,116464,Verona_IT,Rest_of_Europe,Economy,4,4,On_Time,0.214,85.7,95.3,9317.12,2827.86,5,2,2023,Wednesday,0
FED-000186,2024-02-29,Wine_Labels,WIN-6221,36209,Sao_Paulo_BR,Rest_of_Europe,Standard,5,5,On_Time,0.076,88.5,95.8,5431.35,1742.09,2,1,2024,Thursday,0
FED-000187,2023-04-12,Self_Adhesive_Materials,SEL-3273,80732,Barcelona_ES,Italy,Standard,4,4,On_Time,0.117,75.5,96.5,6458.56,2153.29,4,2,2023,Wednesday,0
FED-000188,2024-12-23,Luxury_Packaging,LUX-9991,15980,Sao_Paulo_BR,Italy,Critical,8,8,On_Time,0.163,88.5,94.2,39950.0,12948.86,12,4,2024,Monday,0
FED-000189,2024-09-15,Luxury_Packaging,LUX-8489,9618,Verona_IT,Rest_of_Europe,Standard,8,9,Slightly_Late,0.296,96.7,95.4,24045.0,5536.38,9,3,2024,Sunday,1
FED-000190,2023-03-06,Wine_Labels,WIN-3352,53510,Chicago_US,Italy,Standard,5,5,On_Time,0.063,84.3,94.2,8026.5,2735.57,3,1,2023,Monday,0
FED-000191,2023-10-26,Luxury_Packaging,LUX-9576,10531,Sao_Paulo_BR,Rest_of_Europe,Standard,6,9,Late,0.415,98.0,92.0,26327.5,5912.48,10,4,2023,Thursday,1
FED-000192,2024-01-05,Wine_Labels,WIN-8702,57342,Sao_Paulo_BR,Americas,Standard,4,3,On_Time,0.076,84.8,90.9,8601.3,2985.0,1,1,2024,Friday,0
FED-000193,2023-02-14,Self_Adhesive_Materials,SEL-2698,58344,Barcelona_ES,Italy,Express,6,6,On_Time,0.067,73.6,90.6,4667.52,1336.6,2,1,2023,Tuesday,0
FED-000194,2024-08-18,Self_Adhesive_Materials,SEL-8612,94459,Barcelona_ES,Rest_of_Europe,Express,5,5,On_Time,0.171,98.0,97.6,7556.72,2246.81,8,3,2024,Sunday,1
FED-000195,2024-12-13,Luxury_Packaging,LUX-5807,12600,Fabriano_IT,Italy,Standard,7,7,On_Time,0.237,98.0,92.9,31500.0,9757.42,12,4,2024,Friday,0
FED-000196,2023-07-26,Wine_Labels,WIN-9897,67957,Fabriano_IT,Rest_of_Europe,Standard,4,4,On_Time,0.07,83.1,93.7,10193.55,2784.0,7,3,2023,Wednesday,1
FED-000197,2024-04-29,Wine_Labels,WIN-5476,24969,Fabriano_IT,Americas,Express,7,7,On_Time,0.037,85.7,97.2,3745.35,1373.87,4,2,2024,Monday,0
FED-000198,2023-05-08,Self_Adhesive_Materials,SEL-4060,83090,Chicago_US,Americas,Standard,3,3,On_Time,0.259,92.7,96.4,6647.2,2356.29,5,2,2023,Monday,0
FED-000199,2024-05-23,Self_Adhesive_Materials,SEL-2293,94281,Barcelona_ES,Rest_of_Europe,Economy,5,5,On_Time,0.233,88.6,96.4,7542.48,2637.26,5,2,2024,Thursday,0
FED-000200,2024-03-16,Self_Adhesive_Materials,SEL-6021,44078,Fabriano_IT,Rest_of_Europe,Standard,3,6,Late,0.136,88.8,93.5,3526.24,927.51,3,1,2024,Saturday,0
FED-000201,2024-04-01,Self_Adhesive_Materials,SEL-6776,73795,Chicago_US,Rest_of_Europe,Express,2,2,On_Time,0.142,87.4,93.6,5903.6,1752.77,4,2,2024,Monday,0
FED-000202,2024-09-21,Art_Design_Papers,ART-7655,3730,Barcelona_ES,Americas,Standard,7,10,Late,0.341,89.6,94.9,4476.0,1017.15,9,3,2024,Saturday,1
FED-000203,2024-01-08,Luxury_Packaging,LUX-1570,8190,Fabriano_IT,Italy,Economy,4,4,On_Time,0.211,73.1,96.5,20475.0,6951.23,1,1,2024,Monday,0
FED-000204,2023-05-10,Wine_Labels,WIN-8371,57442,Barcelona_ES,Asia_Pacific,Standard,5,6,Slightly_Late,0.075,86.8,93.9,8616.3,1986.0,5,2,2023,Wednesday,0
FED-000205,2024-01-15,Luxury_Packaging,LUX-5089,9985,Verona_IT,Rest_of_Europe,Standard,6,6,On_Time,0.193,97.8,96.8,24962.5,8136.9,1,1,2024,Monday,0
FED-000206,2023-04-27,Wine_Labels,WIN-5264,32473,Fabriano_IT,Rest_of_Europe,Standard,5,5,On_Time,0.047,84.2,94.8,4870.95,1353.43,4,2,2023,Thursday,0
FED-000207,2024-12-21,Luxury_Packaging,LUX-2213,5993,Sao_Paulo_BR,Asia_Pacific,Express,7,7,On_Time,0.199,98.0,96.3,14982.5,5244.75,12,4,2024,Saturday,0
FED-000208,2024-04-07,Wine_Labels,WIN-6692,40130,Chicago_US,Americas,Economy,4,4,On_Time,0.111,88.6,93.4,6019.5,2050.53,4,2,2024,Sunday,0
FED-000209,2024-12-27,Wine_Labels,WIN-3852,51192,Sao_Paulo_BR,Rest_of_Europe,Express,4,4,On_Time,0.076,92.0,95.8,7678.8,2621.61,12,4,2024,Friday,0
FED-000210,2024-01-06,Luxury_Packaging,LUX-6912,7682,Verona_IT,Americas,Economy,9,9,On_Time,0.231,86.7,96.9,19205.0,6754.97,1,1,2024,Saturday,0
FED-000211,2024-07-21,Luxury_Packaging,LUX-6067,18301,Chicago_US,Rest_of_Europe,Standard,6,5,On_Time,0.416,98.0,95.4,45752.5,12726.65,7,3,2024,Sunday,1
FED-000212,2024-02-12,Art_Design_Papers,ART-6194,2936,Chicago_US,Americas,Standard,5,4,On_Time,0.264,90.1,97.3,3523.2,1126.79,2,1,2024,Monday,0
FED-000213,2024-10-19,Wine_Labels,WIN-3981,84550,Chicago_US,Rest_of_Europe,Standard,5,5,On_Time,0.12,89.7,95.2,12682.5,3677.34,10,4,2024,Saturday,1
FED-000214,2023-05-13,Luxury_Packaging,LUX-4694,7990,Verona_IT,Rest_of_Europe,Standard,8,8,On_Time,0.201,95.7,94.8,19975.0,6845.77,5,2,2023,Saturday,0
FED-000215,2023-12-21,Art_Design_Papers,ART-5496,4033,Sao_Paulo_BR,Americas,Standard,8,10,Slightly_Late,0.266,76.6,92.1,4839.6,1542.69,12,4,2023,Thursday,0
FED-000216,2023-05-09,Self_Adhesive_Materials,SEL-3526,28145,Sao_Paulo_BR,Rest_of_Europe,Standard,7,7,On_Time,0.158,86.2,98.6,2251.6,804.59,5,2,2023,Tuesday,0
FED-000217,2023-06-25,Self_Adhesive_Materials,SEL-2330,69821,Sao_Paulo_BR,Asia_Pacific,Express,5,9,Late,0.163,92.8,91.8,5585.68,1738.47,6,2,2023,Sunday,0
FED-000218,2023-02-16,Art_Design_Papers,ART-1496,6065,Sao_Paulo_BR,Rest_of_Europe,Express,4,4,On_Time,0.263,96.2,96.6,7278.0,2060.81,2,1,2023,Thursday,0
FED-000219,2024-05-24,Self_Adhesive_Materials,SEL-7653,89820,Sao_Paulo_BR,Asia_Pacific,Express,4,4,On_Time,0.12,82.6,93.7,7185.6,2638.12,5,2,2024,Friday,0
FED-000220,2023-11-01,Luxury_Packaging,LUX-3353,11295,Verona_IT,Rest_of_Europe,Express,7,7,On_Time,0.111,73.8,94.9,28237.5,10082.91,11,4,2023,Wednesday,0
FED-000221,2023-11-17,Self_Adhesive_Materials,SEL-7070,98150,Barcelona_ES,Americas,Standard,2,2,On_Time,0.239,96.2,91.5,7852.0,2248.44,11,4,2023,Friday,0
FED-000222,2024-06-11,Luxury_Packaging,LUX-1829,11497,Barcelona_ES,Italy,Express,7,7,On_Time,0.194,94.1,92.5,28742.5,8695.15,6,2,2024,Tuesday,0
FED-000223,2023-10-25,Art_Design_Papers,ART-6123,4064,Sao_Paulo_BR,Asia_Pacific,Standard,6,6,On_Time,0.404,89.0,96.0,4876.8,1431.85,10,4,2023,Wednesday,1
FED-000224,2023-07-14,Self_Adhesive_Materials,SEL-2475,12145,Chicago_US,Rest_of_Europe,Economy,4,4,On_Time,0.214,86.7,97.5,971.6,286.5,7,3,2023,Friday,1
FED-000225,2024-02-07,Luxury_Packaging,LUX-8710,16003,Fabriano_IT,Rest_of_Europe,Express,9,11,Slightly_Late,0.116,82.4,94.3,40007.5,8948.36,2,1,2024,Wednesday,0
FED-000226,2023-10-20,Luxury_Packaging,LUX-6995,13388,Verona_IT,Americas,Standard,9,9,On_Time,0.283,98.0,94.8,33470.0,11733.48,10,4,2023,Friday,1
FED-000227,2023-02-16,Luxury_Packaging,LUX-8378,14121,Sao_Paulo_BR,Rest_of_Europe,Standard,8,8,On_Time,0.232,83.1,94.6,35302.5,10483.96,2,1,2023,Thursday,0
FED-000228,2024-07-17,Wine_Labels,WIN-6555,50967,Sao_Paulo_BR,Italy,Standard,3,3,On_Time,0.146,87.8,92.9,7645.05,2778.12,7,3,2024,Wednesday,1
FED-000229,2024-07-25,Art_Design_Papers,ART-3245,5157,Fabriano_IT,Rest_of_Europe,Express,3,2,On_Time,0.299,96.1,95.7,6188.4,1952.28,7,3,2024,Thursday,1
FED-000230,2024-12-31,Wine_Labels,WIN-6218,7981,Chicago_US,Italy,Standard,9,9,On_Time,0.049,79.4,95.8,1197.15,326.82,12,4,2024,Tuesday,0
FED-000231,2023-06-16,Luxury_Packaging,LUX-9721,14432,Sao_Paulo_BR,Rest_of_Europe,Standard,6,9,Late,0.405,92.5,92.9,36080.0,11437.04,6,2,2023,Friday,0
FED-000232,2024-05-16,Self_Adhesive_Materials,SEL-7824,83297,Barcelona_ES,Italy,Standard,3,3,On_Time,0.226,95.6,94.7,6663.76,1917.26,5,2,2024,Thursday,0
FED-000233,2024-08-20,Wine_Labels,WIN-4728,67401,Verona_IT,Rest_of_Europe,Standard,5,5,On_Time,0.106,92.4,95.7,10110.15,3232.39,8,3,2024,Tuesday,1
FED-000234,2023-02-22,Luxury_Packaging,LUX-4968,13851,Fabriano_IT,Americas,Standard,8,8,On_Time,0.157,81.6,95.1,34627.5,12573.07,2,1,2023,Wednesday,0
FED-000235,2023-02-02,Luxury_Packaging,LUX-4340,14422,Verona_IT,Rest_of_Europe,Express,9,9,On_Time,0.144,90.3,92.7,36055.0,11154.93,2,1,2023,Thursday,0
FED-000236,2024-02-25,Luxury_Packaging,LUX-3262,6913,Sao_Paulo_BR,Americas,Economy,8,7,On_Time,0.394,93.2,94.5,17282.5,6018.43,2,1,2024,Sunday,0
FED-000237,2024-06-15,Wine_Labels,WIN-8531,82274,Barcelona_ES,Rest_of_Europe,Economy,5,5,On_Time,0.135,85.6,96.9,12341.1,3735.69,6,2,2024,Saturday,0
FED-000238,2024-06-29,Wine_Labels,WIN-5331,70938,Barcelona_ES,Americas,Standard,5,5,On_Time,0.099,93.4,96.3,10640.7,3336.48,6,2,2024,Saturday,0
FED-000239,2024-09-16,Luxury_Packaging,LUX-5735,9399,Fabriano_IT,Rest_of_Europe,Express,8,8,On_Time,0.223,90.4,95.0,23497.5,7107.02,9,3,2024,Monday,1
FED-000240,2024-12-22,Wine_Labels,WIN-5480,24439,Chicago_US,Rest_of_Europe,Express,2,2,On_Time,0.051,79.3,98.1,3665.85,1154.26,12,4,2024,Sunday,0
FED-000241,2023-10-22,Wine_Labels,WIN-3399,37220,Sao_Paulo_BR,Asia_Pacific,Standard,3,3,On_Time,0.163,98.0,97.0,5583.0,1853.27,10,4,2023,Sunday,1
FED-000242,2023-10-25,Wine_Labels,WIN-4310,5018,Verona_IT,Rest_of_Europe,Express,3,3,On_Time,0.049,89.9,97.3,752.7,239.3,10,4,2023,Wednesday,1
FED-000243,2024-07-05,Wine_Labels,WIN-4972,22208,Sao_Paulo_BR,Italy,Standard,2,2,On_Time,0.141,97.0,99.9,3331.2,1101.93,7,3,2024,Friday,1
FED-000244,2023-02-21,Self_Adhesive_Materials,SEL-8739,95399,Sao_Paulo_BR,Rest_of_Europe,Express,4,5,Slightly_Late,0.104,83.2,95.8,7631.92,2386.53,2,1,2023,Tuesday,0
FED-000245,2023-04-13,Self_Adhesive_Materials,SEL-8793,52381,Fabriano_IT,Rest_of_Europe,Critical,3,3,On_Time,0.062,72.9,94.8,4190.48,1250.81,4,2,2023,Thursday,0
FED-000246,2024-05-03,Self_Adhesive_Materials,SEL-4804,104127,Barcelona_ES,Rest_of_Europe,Express,3,2,On_Time,0.122,71.7,95.8,8330.16,2757.56,5,2,2024,Friday,0
FED-000247,2024-07-01,Self_Adhesive_Materials,SEL-1595,45311,Verona_IT,Italy,Economy,5,5,On_Time,0.155,80.9,94.6,3624.88,1044.38,7,3,2024,Monday,1
FED-000248,2024-02-11,Self_Adhesive_Materials,SEL-1151,45924,Fabriano_IT,Asia_Pacific,Economy,4,4,On_Time,0.174,98.0,95.4,3673.92,1031.22,2,1,2024,Sunday,0
FED-000249,2023-11-02,Luxury_Packaging,LUX-9590,3628,Verona_IT,Rest_of_Europe,Economy,8,8,On_Time,0.223,86.8,96.1,9070.0,3179.94,11,4,2023,Thursday,0
FED-000250,2024-05-20,Self_Adhesive_Materials,SEL-3662,57631,Fabriano_IT,Rest_of_Europe,Standard,4,4,On_Time,0.144,90.8,95.3,4610.48,1522.2,5,2,2024,Monday,0
FED-000251,2024-04-14,Self_Adhesive_Materials,SEL-4164,76465,Fabriano_IT,Rest_of_Europe,Critical,4,4,On_Time,0.053,80.8,93.7,6117.2,2025.39,4,2,2024,Sunday,0
FED-000252,2023-06-29,Self_Adhesive_Materials,SEL-4027,109482,Chicago_US,Rest_of_Europe,Standard,3,6,Late,0.257,85.4,96.5,8758.56,2134.35,6,2,2023,Thursday,0
FED-000253,2023-05-24,Luxury_Packaging,LUX-6400,7126,Fabriano_IT,Rest_of_Europe,Critical,9,9,On_Time,0.076,84.6,97.5,17815.0,5999.29,5,2,2023,Wednesday,0
FED-000254,2023-11-06,Luxury_Packaging,LUX-2936,10957,Sao_Paulo_BR,Rest_of_Europe,Critical,6,5,On_Time,0.175,98.0,92.5,27392.5,7856.21,11,4,2023,Monday,0
FED-000255,2024-04-21,Wine_Labels,WIN-2923,62675,Chicago_US,Asia_Pacific,Standard,5,5,On_Time,0.071,84.9,94.7,9401.25,2560.56,4,2,2024,Sunday,0
FED-000256,2024-10-16,Art_Design_Papers,ART-8454,7449,Barcelona_ES,Rest_of_Europe,Standard,8,8,On_Time,0.303,77.1,95.5,8938.8,2762.9,10,4,2024,Wednesday,1
FED-000257,2024-09-12,Luxury_Packaging,LUX-5054,9646,Sao_Paulo_BR,Americas,Economy,11,11,On_Time,0.606,85.4,98.3,24115.0,7543.65,9,3,2024,Thursday,1
FED-000258,2024-11-27,Self_Adhesive_Materials,SEL-2838,104291,Verona_IT,Rest_of_Europe,Standard,5,5,On_Time,0.137,89.4,93.9,8343.28,2735.25,11,4,2024,Wednesday,0
FED-000259,2023-03-05,Self_Adhesive_Materials,SEL-8239,63626,Sao_Paulo_BR,Rest_of_Europe,Express,3,3,On_Time,0.127,81.1,93.0,5090.08,1489.69,3,1,2023,Sunday,0
FED-000260,2023-04-30,Self_Adhesive_Materials,SEL-3161,57403,Sao_Paulo_BR,Americas,Standard,3,2,On_Time,0.186,80.3,95.1,4592.24,1607.45,4,2,2023,Sunday,0
FED-000261,2024-06-09,Luxury_Packaging,LUX-7487,10935,Sao_Paulo_BR,Rest_of_Europe,Critical,5,5,On_Time,0.184,90.2,96.7,27337.5,8838.1,6,2,2024,Sunday,0
FED-000262,2023-09-18,Self_Adhesive_Materials,SEL-1987,39821,Fabriano_IT,Italy,Standard,2,1,On_Time,0.242,97.4,98.9,3185.68,1092.9,9,3,2023,Monday,1
FED-000263,2023-03-12,Art_Design_Papers,ART-7887,3589,Chicago_US,Rest_of_Europe,Critical,5,5,On_Time,0.146,90.3,95.2,4306.8,1238.34,3,1,2023,Sunday,0
FED-000264,2024-01-19,Art_Design_Papers,ART-9835,3018,Chicago_US,Asia_Pacific,Standard,6,5,On_Time,0.201,78.5,95.2,3621.6,1140.94,1,1,2024,Friday,0
FED-000265,2023-05-17,Self_Adhesive_Materials,SEL-4648,52934,Barcelona_ES,Asia_Pacific,Express,5,5,On_Time,0.107,95.7,96.2,4234.72,1536.01,5,2,2023,Wednesday,0
FED-000266,2023-01-04,Self_Adhesive_Materials,SEL-4762,58982,Barcelona_ES,Americas,Standard,2,2,On_Time,0.158,86.4,96.6,4718.56,1671.33,1,1,2023,Wednesday,0
FED-000267,2023-09-11,Luxury_Packaging,LUX-7868,19277,Fabriano_IT,Asia_Pacific,Express,8,8,On_Time,0.29,93.3,94.4,48192.5,13627.46,9,3,2023,Monday,1
FED-000268,2024-09-21,Self_Adhesive_Materials,SEL-1797,90112,Verona_IT,Italy,Express,4,4,On_Time,0.106,83.2,93.2,7208.96,2206.04,9,3,2024,Saturday,1
FED-000269,2023-09-08,Self_Adhesive_Materials,SEL-3295,19913,Chicago_US,Rest_of_Europe,Standard,4,4,On_Time,0.151,83.0,90.7,1593.04,525.8,9,3,2023,Friday,1
FED-000270,2024-05-30,Art_Design_Papers,ART-6253,6672,Fabriano_IT,Americas,Standard,6,6,On_Time,0.267,89.0,95.0,8006.4,2843.41,5,2,2024,Thursday,0
FED-000271,2023-08-31,Wine_Labels,WIN-3869,51636,Fabriano_IT,Rest_of_Europe,Economy,4,4,On_Time,0.158,98.0,94.4,7745.4,2763.6,8,3,2023,Thursday,1
FED-000272,2024-10-03,Self_Adhesive_Materials,SEL-9592,92053,Sao_Paulo_BR,Asia_Pacific,Standard,4,4,On_Time,0.249,85.3,94.5,7364.24,2285.11,10,4,2024,Thursday,1
FED-000273,2023-11-23,Self_Adhesive_Materials,SEL-4692,91095,Chicago_US,Rest_of_Europe,Express,2,2,On_Time,0.16,87.2,95.0,7287.6,2434.77,11,4,2023,Thursday,0
FED-000274,2023-11-04,Self_Adhesive_Materials,SEL-9683,68245,Fabriano_IT,Asia_Pacific,Standard,4,4,On_Time,0.15,98.0,94.4,5459.6,1891.65,11,4,2023,Saturday,0
FED-000275,2023-05-18,Luxury_Packaging,LUX-2514,10041,Barcelona_ES,Rest_of_Europe,Express,6,6,On_Time,0.126,78.5,94.4,25102.5,7700.28,5,2,2023,Thursday,0
FED-000276,2024-07-02,Self_Adhesive_Materials,SEL-2192,90232,Fabriano_IT,Rest_of_Europe,Critical,4,3,On_Time,0.067,74.4,93.7,7218.56,2314.37,7,3,2024,Tuesday,1
FED-000277,2023-07-12,Self_Adhesive_Materials,SEL-6455,46819,Sao_Paulo_BR,Rest_of_Europe,Standard,3,3,On_Time,0.215,79.1,96.2,3745.52,1243.36,7,3,2023,Wednesday,1
